,Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
1805,Barcelona,1992,100m,Butterfly,0,Women,USA,Summer Sanders,59.820,4
1808,Barcelona,1992,100m,Freestyle,0,Men,EUN,Alexander Popov,49.020,1
1809,Barcelona,1992,100m,Freestyle,0,Men,BRA,Gustavo Borges,49.430,2
1810,Barcelona,1992,100m,Freestyle,0,Men,FRA,Stephan Caron,49.500,3
1811,Barcelona,1992,100m,Freestyle,0,Men,USA,Jon Olsen,49.510,4
1812,Barcelona,1992,100m,Freestyle,0,Men,USA,Matthew Biondi,49.530,4
1813,Barcelona,1992,100m,Freestyle,0,Men,SWE,Tommy Werner,49.630,4
1814,Barcelona,1992,100m,Freestyle,0,Men,GER,Christian Tröger,49.840,4
1815,Barcelona,1992,100m,Freestyle,0,Men,EUN,Gennady Prigoda,50.250,4
1816,Barcelona,1992,100m,Freestyle,0,Women,CHN,Yong Zhuang,54.640,1
1817,Barcelona,1992,100m,Freestyle,0,Women,USA,Jenny Thompson,54.840,2
1818,Barcelona,1992,100m,Freestyle,0,Women,GER,Franziska Van Almsick,54.940,3
1819,Barcelona,1992,100m,Freestyle,0,Women,USA,Nicole Lee Haislett,55.190,4
1820,Barcelona,1992,100m,Freestyle,0,Women,FRA,Catherine Plewinski,55.720,4
1821,Barcelona,1992,100m,Freestyle,0,Women,CHN,Jingyi Le,55.890,4
1822,Barcelona,1992,100m,Freestyle,0,Women,GER,Simone Osygus,55.930,4
1823,Barcelona,1992,100m,Freestyle,0,Women,NED,Karin Brienesse,56.590,4
1983,Barcelona,1992,4x200,Freestyle,1,Men,AUS,"Ian Robert Brown, Kieren John Perkins, Duncan Armstrong, Martin Wade Roberts, Deane Anthony Pieters",,5
1984,Barcelona,1992,50m,Freestyle,0,Men,EUN,Alexander Popov,21.910,1
1985,Barcelona,1992,50m,Freestyle,0,Men,USA,Matthew Biondi,22.090,2
1986,Barcelona,1992,50m,Freestyle,0,Men,USA,Thomas Michael Jager,22.300,3
1987,Barcelona,1992,50m,Freestyle,0,Men,FRA,Christophe Kalfayan,22.500,4
1988,Barcelona,1992,50m,Freestyle,0,Men,RSA,Peter Rowan Williams,22.500,4
1989,Barcelona,1992,50m,Freestyle,0,Men,GBR,Mark Andrew Foster,22.520,4
1990,Barcelona,1992,50m,Freestyle,0,Men,EUN,Gennady Prigoda,22.540,4
1991,Barcelona,1992,50m,Freestyle,0,Men,GER,Nils Rudolph,22.730,4
1992,Barcelona,1992,50m,Freestyle,0,Women,CHN,Wenyi Yang,24.790,1
1993,Barcelona,1992,50m,Freestyle,0,Women,CHN,Yong Zhuang,25.080,2
1994,Barcelona,1992,50m,Freestyle,0,Women,USA,Angel Martino,25.230,3
1995,Barcelona,1992,50m,Freestyle,0,Women,FRA,Catherine Plewinski,25.360,4
1996,Barcelona,1992,50m,Freestyle,0,Women,USA,Jenny Thompson,25.370,4
1997,Barcelona,1992,50m,Freestyle,0,Women,EUN,Natalia Meshcheryakova,25.470,4
1998,Barcelona,1992,50m,Freestyle,0,Women,GER,Simone Osygus,25.740,4
1999,Barcelona,1992,50m,Freestyle,0,Women,NED,Inge De Bruijn,25.840,4
2008,Seoul,1988,100m,Backstroke,0,Men,JPN,Daichi Suzuki,55.050,1
2009,Seoul,1988,100m,Backstroke,0,Men,USA,David Charles Berkoff,55.180,2
2010,Seoul,1988,100m,Backstroke,0,Men,URS,Igor Polyanski,55.200,3
2011,Seoul,1988,100m,Backstroke,0,Men,URS,Sergei Zabolotnov,55.370,4
2012,Seoul,1988,100m,Backstroke,0,Men,CAN,Mark Tewksbury,56.090,4
2013,Seoul,1988,100m,Backstroke,0,Men,GDR,Frank Baltrusch,56.100,4
2014,Seoul,1988,100m,Backstroke,0,Men,FRG,Frank Hoffmeister,56.190,4
2015,Seoul,1988,100m,Backstroke,0,Men,CAN,Sean Murphy,56.320,4
2040,Seoul,1988,100m,Butterfly,0,Men,SUR,Anthony Conrad Nesty,53.000,1
2041,Seoul,1988,100m,Butterfly,0,Men,USA,Matthew Biondi,53.010,2
2042,Seoul,1988,100m,Butterfly,0,Men,GBR,Andrew David Jameson,53.300,3
2043,Seoul,1988,100m,Butterfly,0,Men,AUS,Jonathan Sieben,53.330,4
2044,Seoul,1988,100m,Butterfly,0,Men,FRG,Michael Gross,53.440,4
2045,Seoul,1988,100m,Butterfly,0,Men,USA,Jay Paul Mortenson,54.070,4
2046,Seoul,1988,100m,Butterfly,0,Men,CAN,Thomas Ponting,54.090,4
2047,Seoul,1988,100m,Butterfly,0,Men,URS,Vadim Yaroshchuk,54.600,4
2048,Seoul,1988,100m,Butterfly,0,Women,GDR,Kristin Otto,59.000,4
2049,Seoul,1988,100m,Butterfly,0,Women,GDR,Birte Weigang,59.450,4
2050,Seoul,1988,100m,Butterfly,0,Women,CHN,Hong Qian,59.520,4
2051,Seoul,1988,100m,Butterfly,0,Women,FRA,Catherine Plewinski,59.580,4
2056,Seoul,1988,100m,Freestyle,0,Men,USA,Matthew Biondi,48.630,1
2057,Seoul,1988,100m,Freestyle,0,Men,USA,Christopher Charles Jacobs,49.080,2
2058,Seoul,1988,100m,Freestyle,0,Men,FRA,Stephan Caron,49.620,3
2059,Seoul,1988,100m,Freestyle,0,Men,URS,Gennady Prigoda,49.750,4
2060,Seoul,1988,100m,Freestyle,0,Men,URS,Iurie Başcatov,50.080,4
2061,Seoul,1988,100m,Freestyle,0,Men,AUS,Andrew James Baildon,50.230,4
2062,Seoul,1988,100m,Freestyle,0,Men,SWE,Per Johansson,50.350,4
2063,Seoul,1988,100m,Freestyle,0,Men,SWE,Tommy Werner,50.540,4
2064,Seoul,1988,100m,Freestyle,0,Women,GDR,Kristin Otto,54.930,1
2065,Seoul,1988,100m,Freestyle,0,Women,CHN,Yong Zhuang,55.470,2
2066,Seoul,1988,100m,Freestyle,0,Women,FRA,Catherine Plewinski,55.490,3
2067,Seoul,1988,100m,Freestyle,0,Women,GDR,Manuela Stellmach,55.520,4
2068,Seoul,1988,100m,Freestyle,0,Women,CRC,Silvia Poll Ahrens,55.900,4
2069,Seoul,1988,100m,Freestyle,0,Women,NED,Karin Brienesse,56.150,4
2070,Seoul,1988,100m,Freestyle,0,Women,USA,Dara Torres,56.250,4
2071,Seoul,1988,100m,Freestyle,0,Women,NED,Conny Van Bentum,56.540,4
2215,Seoul,1988,4x100,Medley,1,Men,GBR,"Gary Michael Binfield, Mark Andrew Foster, Adrian David Moorhouse, Andrew David Jameson, Neil John Harper, Roland Geroge Lee",,5
2232,Seoul,1988,50m,Freestyle,0,Men,USA,Matthew Biondi,22.140,1
2233,Seoul,1988,50m,Freestyle,0,Men,USA,Thomas Michael Jager,22.360,2
2234,Seoul,1988,50m,Freestyle,0,Men,URS,Gennady Prigoda,22.710,3
2235,Seoul,1988,50m,Freestyle,0,Men,SUI,Dano Halsall,22.830,4
2236,Seoul,1988,50m,Freestyle,0,Men,SUI,Stefan Volery,22.840,4
2237,Seoul,1988,50m,Freestyle,0,Men,URS,Vladimir Tkachenko,22.880,4
2238,Seoul,1988,50m,Freestyle,0,Men,FRG,Frank Henter,23.030,4
2239,Seoul,1988,50m,Freestyle,0,Men,AUS,Andrew James Baildon,23.150,4
2240,Seoul,1988,50m,Freestyle,0,Women,GDR,Kristin Otto,25.490,1
2241,Seoul,1988,50m,Freestyle,0,Women,CHN,Wenyi Yang,25.640,2
2242,Seoul,1988,50m,Freestyle,0,Women,GDR,Katrin Meissner,25.710,3
2243,Seoul,1988,50m,Freestyle,0,Women,USA,Jill Sterkel,25.710,3
2244,Seoul,1988,50m,Freestyle,0,Women,USA,Leigh Ann Fetter,25.780,4
2245,Seoul,1988,50m,Freestyle,0,Women,ROU,Tamara Costache,25.800,4
2246,Seoul,1988,50m,Freestyle,0,Women,FRA,Catherine Plewinski,25.900,4
2247,Seoul,1988,50m,Freestyle,0,Women,AUS,Karen Tracey Van Wirdum,26.010,4
2256,Angeles,1984,100m,Backstroke,0,Men,USA,Richard John Carey,55.790,1
2257,Angeles,1984,100m,Backstroke,0,Men,USA,David Dennis Wilson,56.350,2
2258,Angeles,1984,100m,Backstroke,0,Men,CAN,Michael West,56.490,3
2259,Angeles,1984,100m,Backstroke,0,Men,NZL,Gary Hurring,56.900,4
2260,Angeles,1984,100m,Backstroke,0,Men,AUS,Mark Kerry,57.180,4
2261,Angeles,1984,100m,Backstroke,0,Men,SWE,Bengt Baron,57.340,4
2262,Angeles,1984,100m,Backstroke,0,Men,CAN,Donald Alexander Goss,57.460,4
2263,Angeles,1984,100m,Backstroke,0,Men,NED,Hans Kroes,58.070,4
2288,Angeles,1984,100m,Butterfly,0,Men,FRG,Michael Gross,53.080,1
2289,Angeles,1984,100m,Butterfly,0,Men,USA,Pablo Morales,53.230,2
2290,Angeles,1984,100m,Butterfly,0,Men,AUS,Glenn Buchanan,53.850,3
2291,Angeles,1984,100m,Butterfly,0,Men,VEN,Rafael Antonio Vidal Castro,54.270,4
2292,Angeles,1984,100m,Butterfly,0,Men,GBR,Andrew David Jameson,54.280,4
2293,Angeles,1984,100m,Butterfly,0,Men,NZL,Anthony Mosse,54.930,4
2294,Angeles,1984,100m,Butterfly,0,Men,FRG,Andreas Behrend,54.950,4
2295,Angeles,1984,100m,Butterfly,0,Men,SWE,Bengt Baron,55.140,4
2296,Angeles,1984,100m,Butterfly,0,Women,USA,Mary T. Meagher,59.260,4
2304,Angeles,1984,100m,Freestyle,0,Men,USA,Ambrose Iv Gaines,49.800,1
2305,Angeles,1984,100m,Freestyle,0,Men,AUS,Marcus Stockwell,50.240,2
2306,Angeles,1984,100m,Freestyle,0,Men,SWE,Per Johansson,50.310,3
2307,Angeles,1984,100m,Freestyle,0,Men,USA,Michael Steward Heath,50.410,4
2308,Angeles,1984,100m,Freestyle,0,Men,SUI,Dano Halsall,50.500,4
2309,Angeles,1984,100m,Freestyle,0,Men,FRA,Stephan Caron,50.700,4
2310,Angeles,1984,100m,Freestyle,0,Men,VEN,Alberto Eugenio Mestre Sosa,50.700,4
2311,Angeles,1984,100m,Freestyle,0,Men,FRG,Dirk Korthals,50.930,4
2312,Angeles,1984,100m,Freestyle,0,Women,USA,Nancy Lynn Hogshead,55.920,1
2313,Angeles,1984,100m,Freestyle,0,Women,USA,Carolyn Steinseifer,55.920,1
2314,Angeles,1984,100m,Freestyle,0,Women,NED,Annemarie Verstappen,56.080,3
2315,Angeles,1984,100m,Freestyle,0,Women,NED,Conny Van Bentum,56.430,4
2316,Angeles,1984,100m,Freestyle,0,Women,AUS,Michelle Pearson,56.830,4
2317,Angeles,1984,100m,Freestyle,0,Women,GBR,June Croft,56.900,4
2318,Angeles,1984,100m,Freestyle,0,Women,FRG,Susanne Schuster,57.110,4
2319,Angeles,1984,100m,Freestyle,0,Women,AUS,Angela Russell,58.090,4
2351,Angeles,1984,200m,Breaststroke,0,Men,ITA,Marco Del Prete,,5
2463,Angeles,1984,4x100,Medley,1,Men,JPN,"Hiroshi Sakamoto, Shigeo Ogata, Shigehiro Takahashi, Kenji Watanabe, Daichi Suzuki, Satoshi Sumida, Shudo Kawawa, Taihei Saka",,5
2470,Angeles,1984,4x100,Medley,1,Women,JPN,"Kaori Yanase, Naomi Sekido, Hiroko Nagasaki, Naoko Kume",,5
2471,Angeles,1984,4x100,Medley,1,Women,SWE,"Anna-Karin Eriksson, Agneta Eriksson, Petra Hilder, Agneta Märtensson, Eva-Marie Hakansson, Annelie Holmstrom, Maria Kardum",,5
2488,Moscow,1980,100m,Backstroke,0,Men,SWE,Bengt Baron,56.530,1
2489,Moscow,1980,100m,Backstroke,0,Men,URS,Viktor Kuznetsov,56.990,2
2490,Moscow,1980,100m,Backstroke,0,Men,URS,Vladimir Dolgov,57.630,3
2491,Moscow,1980,100m,Backstroke,0,Men,TCH,Miloslav Rolko,57.740,4
2492,Moscow,1980,100m,Backstroke,0,Men,HUN,Sandor Wladar,57.840,4
2493,Moscow,1980,100m,Backstroke,0,Men,NED,Fred Eefting,57.950,4
2494,Moscow,1980,100m,Backstroke,0,Men,AUS,Mark Tonelli,57.980,4
2495,Moscow,1980,100m,Backstroke,0,Men,GBR,Gary Abraham,58.380,4
2511,Moscow,1980,100m,Breaststroke,0,Men,SWE,Peter Berggren,,5
2520,Moscow,1980,100m,Butterfly,0,Men,SWE,Pär Arvidsson,54.920,1
2521,Moscow,1980,100m,Butterfly,0,Men,GDR,Roger Pyttel,54.940,2
2522,Moscow,1980,100m,Butterfly,0,Men,ESP,David Lopez-Zubero Purcell,55.130,3
2523,Moscow,1980,100m,Butterfly,0,Men,NED,Kees Vervoorn,55.250,4
2524,Moscow,1980,100m,Butterfly,0,Men,URS,Evgeni Seredin,55.350,4
2525,Moscow,1980,100m,Butterfly,0,Men,GBR,Gary Abraham,55.420,4
2526,Moscow,1980,100m,Butterfly,0,Men,FRA,Xavier Savin,55.660,4
2527,Moscow,1980,100m,Butterfly,0,Men,URS,Aleksey Markovsky,55.700,4
2536,Moscow,1980,100m,Freestyle,0,Men,GDR,Jörg Woithe,50.400,1
2537,Moscow,1980,100m,Freestyle,0,Men,SWE,Per Holmertz,50.910,2
2538,Moscow,1980,100m,Freestyle,0,Men,SWE,Per Johansson,51.290,3
2539,Moscow,1980,100m,Freestyle,0,Men,URS,Sergei Koplyakov,51.340,4
2540,Moscow,1980,100m,Freestyle,0,Men,ITA,Raffaele Franceschi,51.690,4
2541,Moscow,1980,100m,Freestyle,0,Men,URS,Sergei Krasiuk,51.800,4
2542,Moscow,1980,100m,Freestyle,0,Men,FRA,Rene Ecuyer,52.010,4
2543,Moscow,1980,100m,Freestyle,0,Men,AUS,Graeme Brewer,52.220,4
2544,Moscow,1980,100m,Freestyle,0,Women,GDR,Barbara Krause,54.790,1
2545,Moscow,1980,100m,Freestyle,0,Women,GDR,Caren Metschuck,55.160,2
2546,Moscow,1980,100m,Freestyle,0,Women,GDR,Ines Diers,55.650,3
2547,Moscow,1980,100m,Freestyle,0,Women,URS,Olga Klevakina,57.400,4
2548,Moscow,1980,100m,Freestyle,0,Women,NED,Conny Van Bentum,57.630,4
2549,Moscow,1980,100m,Freestyle,0,Women,URS,Natalia Strunnikova,57.830,4
2550,Moscow,1980,100m,Freestyle,0,Women,FRA,Guylaine Berger,57.880,4
2551,Moscow,1980,100m,Freestyle,0,Women,SWE,Agneta Eriksson,57.900,4
2696,Montreal,1976,100m,Backstroke,0,Men,USA,John Phillips Naber,55.490,1
2697,Montreal,1976,100m,Backstroke,0,Men,USA,Peter Drake Rocca,56.340,2
2698,Montreal,1976,100m,Backstroke,0,Men,GDR,Roland Matthes,57.220,3
2699,Montreal,1976,100m,Backstroke,0,Men,PUR,Carlos Berrocal,57.280,4
2700,Montreal,1976,100m,Backstroke,0,Men,GDR,Lutz Wanja,57.490,4
2701,Montreal,1976,100m,Backstroke,0,Men,USA,Robert Scott Jackson,57.690,4
2702,Montreal,1976,100m,Backstroke,0,Men,AUS,Mark Kerry,57.940,4
2703,Montreal,1976,100m,Backstroke,0,Men,AUS,Mark Tonelli,58.420,4
2728,Montreal,1976,100m,Butterfly,0,Men,USA,Matthew Haynes Vogel,54.350,1
2729,Montreal,1976,100m,Butterfly,0,Men,USA,Joseph Stuart Bottom,54.500,2
2730,Montreal,1976,100m,Butterfly,0,Men,USA,Gary Jr. Hall,54.650,3
2731,Montreal,1976,100m,Butterfly,0,Men,GDR,Roger Pyttel,55.090,4
2732,Montreal,1976,100m,Butterfly,0,Men,GDR,Roland Matthes,55.110,4
2733,Montreal,1976,100m,Butterfly,0,Men,CAN,Clayton Evans,55.810,4
2734,Montreal,1976,100m,Butterfly,0,Men,JPN,Hideaki Hara,56.340,4
2735,Montreal,1976,100m,Butterfly,0,Men,AUS,Neil Rogers,56.570,4
2744,Montreal,1976,100m,Freestyle,0,Men,USA,Jim Montgomery,49.990,1
2745,Montreal,1976,100m,Freestyle,0,Men,USA,"Jack, Jr. Babashoff",50.810,2
2746,Montreal,1976,100m,Freestyle,0,Men,FRG,Peter Nocke,51.310,3
2747,Montreal,1976,100m,Freestyle,0,Men,FRG,Klaus Steinbach,51.680,4
2748,Montreal,1976,100m,Freestyle,0,Men,ITA,Marcello Guarducci,51.700,4
2749,Montreal,1976,100m,Freestyle,0,Men,USA,Joseph Stuart Bottom,51.790,4
2750,Montreal,1976,100m,Freestyle,0,Men,URS,Vladimir Bure,52.030,4
2751,Montreal,1976,100m,Freestyle,0,Men,URS,Andrei Krylov,52.150,4
2752,Montreal,1976,100m,Freestyle,0,Women,GDR,Kornelia Ender,55.650,1
2753,Montreal,1976,100m,Freestyle,0,Women,GDR,Petra Priemer,56.490,2
2754,Montreal,1976,100m,Freestyle,0,Women,NED,Enith Brigitha,56.650,3
2755,Montreal,1976,100m,Freestyle,0,Women,USA,Kim Marie Peyton,56.810,4
2756,Montreal,1976,100m,Freestyle,0,Women,USA,Shirley Farber Babashoff,56.950,4
2757,Montreal,1976,100m,Freestyle,0,Women,GDR,Claudia Hempel,56.990,4
2758,Montreal,1976,100m,Freestyle,0,Women,USA,Jill Sterkel,57.060,4
2759,Montreal,1976,100m,Freestyle,0,Women,FRG,Judith (Jutta) Weber,57.260,4
2904,Munich,1972,100m,Backstroke,0,Men,GDR,Roland Matthes,56.580,2
2905,Munich,1972,100m,Backstroke,0,Men,USA,Michael Eugene Stamm,57.700,3
2906,Munich,1972,100m,Backstroke,0,Men,USA,John Joseph Murphy,58.350,4
2907,Munich,1972,100m,Backstroke,0,Men,USA,Mitchell Ivey,58.480,4
2908,Munich,1972,100m,Backstroke,0,Men,URS,Igor Grivennikov,59.500,4
2909,Munich,1972,100m,Backstroke,0,Men,GDR,Lutz Wanja,59.800,4
2910,Munich,1972,100m,Backstroke,0,Men,GDR,Jürgen Krüger,59.930,4
2936,Munich,1972,100m,Butterfly,0,Men,USA,Mark Spitz,54.270,1
2937,Munich,1972,100m,Butterfly,0,Men,CAN,Bruce Richard Robertson,55.560,2
2938,Munich,1972,100m,Butterfly,0,Men,USA,Jerry Alan Heidenreich,55.740,3
2939,Munich,1972,100m,Butterfly,0,Men,GDR,Roland Matthes,55.870,4
2940,Munich,1972,100m,Butterfly,0,Men,USA,David Holmes Edgar,56.110,4
2941,Munich,1972,100m,Butterfly,0,Men,CAN,Byron Mac Donald,57.270,4
2942,Munich,1972,100m,Butterfly,0,Men,GDR,Hartmut Flöckner,57.400,4
2943,Munich,1972,100m,Butterfly,0,Men,AUS,Neil Rogers,57.900,4
2952,Munich,1972,100m,Freestyle,0,Men,USA,Mark Spitz,51.220,1
2953,Munich,1972,100m,Freestyle,0,Men,USA,Jerry Alan Heidenreich,51.650,2
2954,Munich,1972,100m,Freestyle,0,Men,URS,Vladimir Bure,51.770,3
2955,Munich,1972,100m,Freestyle,0,Men,USA,John Joseph Murphy,52.080,4
2956,Munich,1972,100m,Freestyle,0,Men,AUS,Michael Vincent Wenden,52.410,4
2957,Munich,1972,100m,Freestyle,0,Men,URS,Igor Grivennikov,52.440,4
2958,Munich,1972,100m,Freestyle,0,Men,FRA,Michel Rousseau,52.900,4
2959,Munich,1972,100m,Freestyle,0,Men,FRG,Klaus Steinbach,52.920,4
2960,Munich,1972,100m,Freestyle,0,Women,USA,Alexandra Lynn Neilson,58.590,3
2961,Munich,1972,100m,Freestyle,0,Women,USA,Shirley Farber Babashoff,59.020,4
2962,Munich,1972,100m,Freestyle,0,Women,AUS,Shane Gould,59.060,4
2963,Munich,1972,100m,Freestyle,0,Women,GDR,Gabriele Wetzko,59.210,4
2964,Munich,1972,100m,Freestyle,0,Women,FRG,Heidemarie Reineck,59.730,4
2965,Munich,1972,100m,Freestyle,0,Women,GDR,Andrea Eife,59.910,4
3063,Munich,1972,400m,Freestyle,0,Men,USA,Rick Demont,Disqualified,0
3136,City,1968,100m,Backstroke,0,Men,GDR,Roland Matthes,58.700,4
3168,City,1968,100m,Butterfly,0,Men,USA,Douglas Albert Russell,55.900,1
3169,City,1968,100m,Butterfly,0,Men,USA,Mark Spitz,56.400,2
3170,City,1968,100m,Butterfly,0,Men,USA,Ross Elliott Wales,57.200,3
3171,City,1968,100m,Butterfly,0,Men,URS,Vladimir Nemshilov,58.100,4
3172,City,1968,100m,Butterfly,0,Men,JPN,Satoshi Maruya,58.600,4
3173,City,1968,100m,Butterfly,0,Men,URS,Yuri Suzdaltsev,58.800,4
3174,City,1968,100m,Butterfly,0,Men,FRG,Lutz Stocklasa,58.900,4
3175,City,1968,100m,Butterfly,0,Men,AUS,Robert Cusack,59.800,4
3184,City,1968,100m,Freestyle,0,Men,AUS,Michael Vincent Wenden,52.200,1
3185,City,1968,100m,Freestyle,0,Men,USA,Kenneth Marshall Walsh,52.800,2
3186,City,1968,100m,Freestyle,0,Men,USA,Mark Spitz,53.000,3
3187,City,1968,100m,Freestyle,0,Men,GBR,Robert Bilsland Mcgregor,53.500,4
3188,City,1968,100m,Freestyle,0,Men,URS,Leonid Ilyichev,53.800,4
3189,City,1968,100m,Freestyle,0,Men,URS,Georgijs Kuļikovs,53.800,4
3190,City,1968,100m,Freestyle,0,Men,ARG,Luis Alberto Nicolao Yanuzzi,53.900,4
3191,City,1968,100m,Freestyle,0,Men,USA,Zachary Zorn,53.900,4
3263,City,1968,200m,Freestyle,0,Men,ARG,Carlos Van Der Math,Did not start,0
3287,City,1968,200m,Individual medley,0,Women,GBR,Shelagh Hudson Ratcliffe,Disqualified,0
3335,City,1968,4x100,Freestyle,1,Women,FRA,"Marie Josephe Kersaudy, Daniele Dorleans, Simone Hanner, Claude Mandonnaud",Disqualified,0
3384,Tokyo,1964,100m,Freestyle,0,Men,USA,Donald Arthur Schollander,53.400,1
3385,Tokyo,1964,100m,Freestyle,0,Men,GBR,Robert Bilsland Mcgregor,53.500,2
3386,Tokyo,1964,100m,Freestyle,0,Men,GER,Hans-Joachim Klein,54.000,3
3387,Tokyo,1964,100m,Freestyle,0,Men,USA,Gary Steven Ilman,54.000,3
3388,Tokyo,1964,100m,Freestyle,0,Men,FRA,Alain Gottvalles,54.200,4
3389,Tokyo,1964,100m,Freestyle,0,Men,USA,Michael Mackay Austin,54.500,4
3390,Tokyo,1964,100m,Freestyle,0,Men,HUN,Gyula Dobai,54.900,4
3391,Tokyo,1964,100m,Freestyle,0,Men,GER,Uwe Jacobsen,56.100,4
3392,Tokyo,1964,100m,Freestyle,0,Women,AUS,Dawn Fraser,59.500,4
3393,Tokyo,1964,100m,Freestyle,0,Women,USA,Sharon Marie Stouder,59.900,4
3479,Tokyo,1964,4x100,Freestyle,1,Men,FRA,"Alain Gottvalles, Jean Pasqual Curtillet, Pierre Canavese, Gerard Gropaiz, Robert Christophe",Disqualified,0
3502,Tokyo,1964,4x100,Medley,1,Women,GER,"Bärbel Grimmer, Ingrid Schmidt, Heike Hustede-Nagel, Martina Grunert",Disqualified,0
3503,Tokyo,1964,4x100,Medley,1,Women,HUN,"Csilla Madarasz-Bajnogel-Dobai, Maria Balla-Lantos, Marta Egervary, Zsuzsa Kovacs",Disqualified,0
3535,Rome,1960,100m,Butterfly,0,Women,USA,Carolyn Virginia Wood,Did not finish,0
3536,Rome,1960,100m,Freestyle,0,Men,AUS,John Devitt,55.200,2
3537,Rome,1960,100m,Freestyle,0,Men,USA,Lance Melvin Larson,55.100,1
3538,Rome,1960,100m,Freestyle,0,Men,BRA,Manuel Dos Santos Filho,55.400,3
3539,Rome,1960,100m,Freestyle,0,Men,USA,Richard Bruce Hunter,55.600,4
3540,Rome,1960,100m,Freestyle,0,Men,HUN,Gyula Dobai,56.300,4
3541,Rome,1960,100m,Freestyle,0,Men,CAN,Richard W. Pound,56.300,4
3542,Rome,1960,100m,Freestyle,0,Men,RSA,Aubrey Burer,56.300,4
3543,Rome,1960,100m,Freestyle,0,Men,SWE,Per-Ola Lindberg,57.100,4
3656,Melbourne,1956,100m,Freestyle,0,Men,AUS,Jon Malcolm Henricks,55.400,1
3657,Melbourne,1956,100m,Freestyle,0,Men,AUS,John Devitt,55.800,2
3658,Melbourne,1956,100m,Freestyle,0,Men,AUS,Gary Chapman,56.700,3
3659,Melbourne,1956,100m,Freestyle,0,Men,USA,Logan Reid Patterson,57.200,4
3660,Melbourne,1956,100m,Freestyle,0,Men,USA,Richard Dennis Hanley,57.600,4
3661,Melbourne,1956,100m,Freestyle,0,Men,USA,William Tripp Woolsey,57.600,4
3662,Melbourne,1956,100m,Freestyle,0,Men,JPN,Atsushi Tani,58.000,4
3663,Melbourne,1956,100m,Freestyle,0,Men,FRA,Aldo Eminente,58.100,4
3687,Melbourne,1956,200m,Breaststroke,0,Men,FRA,Hugues Broussard,Disqualified,0
3751,Helsinki,1952,100m,Backstroke,0,Women,NED,Hendrika Anna-Maria Van Der Horst,Disqualified,0
3752,Helsinki,1952,100m,Freestyle,0,Men,USA,Clark Currie Scholes,57.400,1
3753,Helsinki,1952,100m,Freestyle,0,Men,JPN,Hiroshi Suzuki,57.400,1
3754,Helsinki,1952,100m,Freestyle,0,Men,SWE,Göran Larsson,58.200,3
3755,Helsinki,1952,100m,Freestyle,0,Men,JPN,Toru Goto,58.500,4
3756,Helsinki,1952,100m,Freestyle,0,Men,HUN,Geza Kadas,58.600,4
3757,Helsinki,1952,100m,Freestyle,0,Men,AUS,Rex Aubrey,58.700,4
3758,Helsinki,1952,100m,Freestyle,0,Men,FRA,Aldo Eminente,58.700,4
3759,Helsinki,1952,100m,Freestyle,0,Men,USA,Ronald Francis Gora,58.800,4
3840,London,1948,100m,Freestyle,0,Men,USA,Walter Stephen Ris,57.300,2
3841,London,1948,100m,Freestyle,0,Men,USA,Alan Robert Ford,57.800,3
3842,London,1948,100m,Freestyle,0,Men,HUN,Geza Kadas,58.100,4
3843,London,1948,100m,Freestyle,0,Men,USA,Keith Eyre Carter,58.300,4
3844,London,1948,100m,Freestyle,0,Men,FRA,Alexandre Jany,58.300,4
3845,London,1948,100m,Freestyle,0,Men,SWE,Per-Olof Olsson,59.300,4
3846,London,1948,100m,Freestyle,0,Men,HUN,Zoltan Szilard,59.600,4
3903,London,1948,4x100,Freestyle,1,Women,SWE,"Gisela Thidholm, Ingegärd Fredin, Elisabeth Ahlgren, Marianne Lundquist",Disqualified,0
3919,Berlin,1936,100m,Backstroke,0,Men,AUT,Kurt Patuzzi,Did not start,0
3927,Berlin,1936,100m,Backstroke,0,Women,CAN,Irene Pirie-Milton,Did not start,0
3928,Berlin,1936,100m,Freestyle,0,Men,HUN,Ferenc Csik,57.600,1
3929,Berlin,1936,100m,Freestyle,0,Men,JPN,Masanori Yusa,57.900,2
3930,Berlin,1936,100m,Freestyle,0,Men,JPN,Shigeo Arai,58.000,3
3931,Berlin,1936,100m,Freestyle,0,Men,JPN,Masaharu Taguchi,58.100,4
3932,Berlin,1936,100m,Freestyle,0,Men,GER,Helmuth Fischer,59.300,4
3933,Berlin,1936,100m,Freestyle,0,Men,USA,Peter Joseph Fick,59.700,4
3934,Berlin,1936,100m,Freestyle,0,Men,USA,Arthur Lindegren,59.900,4
3935,Berlin,1936,100m,Freestyle,0,Men,BEL,Jan Guillini,Did not start,0
3943,Berlin,1936,100m,Freestyle,0,Women,BEL,Jeanne De Rademaecker-Eyckmans,Did not start,0
3951,Berlin,1936,1500m,Freestyle,0,Men,AUT,Kurt Patuzzi,Did not start,0
3959,Berlin,1936,200m,Breaststroke,0,Men,BER,Leonard Spence,Disqualified,0
3967,Berlin,1936,200m,Breaststroke,0,Women,AUT,Elfriede Freudenreich,Did not start,0
3975,Berlin,1936,400m,Freestyle,0,Men,AUT,Günther Zobernig,Did not start,0
4005,Angeles,1932,100m,Backstroke,0,Men,FRA,Marcel Noual,Disqualified,0
